Kelurahan,Kecamatan,Nama,Alamat
Sumur Batu,KEMAYORAN,شركة الفرات للعود والبخور,"Alamat: Jl. Ruko Cemp. Mas No.18, RT.13/RW.4, Sumur Batu, Kemayoran, Central Jakarta City, Jakarta 10640 "
Sumur Batu,KEMAYORAN,ITC.CEMPAKA MAS PINTU TENGAH,"Alamat: RVPH+C3G, Jl. Cemp. Mas Utara, RW.8, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Sumur Batu,KEMAYORAN,ARTAFON,"Alamat: RVPG+4V9, RW.8, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Sumur Batu,KEMAYORAN,Pak Utasoy Universitas Islam jakarta,"Alamat: RVMG+G2X, RW.8, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Sumur Batu,KEMAYORAN,Qolbi Store,"Alamat: Jl. Mustika No.13, RT.17/RW.3, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Sumur Batu,KEMAYORAN,Bakso bakar mantap sumur batu,"Alamat: Jl. Sumur Batu Raya No.11, RT.11/RW.2, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Sumur Batu,KEMAYORAN,Vivan Store,"Alamat: Lantai 4 Blok J No 836, Jl. Lobi Tim. ITC Cemp. Mas, RW.8, Sumur Batu, Kemayoran, Central Jakarta City, Jakarta 10640 "
Sumur Batu,KEMAYORAN,Lobby Timur,"Alamat: RVPH+C9X, Jl. Lobi Tim. ITC Cemp. Mas, RW.8, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Sumur Batu,KEMAYORAN,AINI&TYCA online shop,"Alamat: RT.16/RW.3, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Sumur Batu,KEMAYORAN,Erafone Carrefour Cempaka Mas,"Alamat: Unnamed Road, RW.8, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Sumur Batu,KEMAYORAN,Toko Mas ZAMRUD,"Alamat: blok no.839-840, Jl. Lobi Tim. ITC Cemp. Mas, RW.8, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Sumur Batu,KEMAYORAN,Erafone Carrefour Cempaka Mas,"Alamat: Jl. Letjen Suprapto No..kav 1, RT.1/RW.8, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Sumur Batu,KEMAYORAN,Itc lobby selatan,"Alamat: Jl. Ruko Cemp. Mas A No.134, RW.8, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Sumur Batu,KEMAYORAN,Ninja xpres zamrut raya,"Alamat: Jl. Zamrud Raya No.7, RT.2/RW.4, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Sumur Batu,KEMAYORAN,Chilibeli gilang,"Alamat: Jl.mulia 41, Jl. Budi Mulia No.41, RT.11/RW.6, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Sumur Batu,KEMAYORAN,Chand Moda Textile & tailor,"Alamat: Jakarta Pusat, RT.8/RW.8, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Sumur Batu,KEMAYORAN,Rumah Iwak Jakarta,"Alamat: Jl. Biduri Bulan No.5, RT.15/RW.3, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640 "
Utan Panjang,KEMAYORAN,Warung Reci,"Alamat: Jl. Utan Panjang II No.8B, RT.9/RW.8, Utan Panjang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650 "
Utan Panjang,KEMAYORAN,Gudang cue,"Alamat: Jl. Utan Panjang III No.16B, RT.10/RW.5, Utan Panjang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650 "
Utan Panjang,KEMAYORAN,CAHYA MIKA,"Alamat: Jl. Utan Panjang II No.3, RT.6/RW.8, Utan Panjang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650 "
Utan Panjang,KEMAYORAN,Madu 3 soedare,"Alamat: Gg. L No.29, RT.11/RW.5, Utan Panjang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650 "
Utan Panjang,KEMAYORAN,Mahkota raja accesories,"Alamat: Jl. N No.131, RT.5/RW.4, Utan Panjang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650 "
Utan Panjang,KEMAYORAN,UMPAN CUPANG,"Alamat: Jl. Utan Panjang III Gg. I No.12, RT.13/RW.6, Utan Panjang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650 "
Utan Panjang,KEMAYORAN,Toko Yasin AKR,"Alamat: Jl. Kali Baru Timur VI No.18, RT.1/RW.9, Utan Panjang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650 "
Utan Panjang,KEMAYORAN,Raffasya frozenfood16,"Alamat: Jl.h. ung no 297/04, RT.11/RW.4, Utan Panjang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650 "
Utan Panjang,KEMAYORAN,QnQ Betta (Betta Farm & Store),"Alamat: RT.5/RW.4, Utan Panjang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650 "
Utan Panjang,KEMAYORAN,EKIN VARIASI MOTOR 2,"Alamat: RVM2+2V6, Jl. Utan Panjang Bar., RT.9/RW.10, Utan Panjang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650 "
Utan Panjang,KEMAYORAN,OQ Sticker & Printing,"Alamat: 7, Jl. D No.20 A, RT.7/RW.1, Utan Panjang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650 "
Utan Panjang,KEMAYORAN,Mata Hati Cutting Sticker,"Alamat: Jl. Kemayoran Gempol No.12A, RT.1/RW.1, Utan Panjang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650 "
Utan Panjang,KEMAYORAN,TK. SAMIDI,"Alamat: Jl. Kalibaru Timur No.16A, RT.6/RW.9, Utan Panjang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650 "
Senen,SENEN,Plaza Atrium,"Alamat: Jl. Senen Raya No.135, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Anugerah jaya,"Alamat: Pasar inpres senen blok 6 aks lt 1 no. 18, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Senen Jaya 1&2,"Alamat: Jl. Pasar Senen, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Toko abadi senen,"Alamat: Pasar senen blok 3 lt 1 LOS CKS 443-048, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Toko H. Usman,"Alamat: RR9P+R48, Prapatan, RT.1/RW.1, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,LNC Shop,"Alamat: Pusat Grosir Senen Jaya, Blok 4 Lt 2 Los B1 no. 3 Jakarta Pusat, RW.3 Senen, Jakarta, RW.2, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 11130 "
Senen,SENEN,Tk. Ginber's BAG COLLECTION,"Alamat: Pusat Grosir Senen Jaya, Jl. Pasar Senen, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,UD.AR-RAHMAN,"Alamat: Ps. Senen, Jl. Pasar Senen No.046, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Wilson Toko,"Alamat: Jl. Senen Raya No.135, RW.2, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Toko ANUGRAH VARIASI,"Alamat: jln setasiun senen samping halte bago V senen jakarta pusat tlpon, 0818736016, RW.2, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Toko Kacamata Garuda,"Alamat: Pusat Grosir Senen Jaya, Jl. Pasar Senen, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Sopiyan Collection,"Alamat: Ps. Senen, Jl. Pasar Senen No.15, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Shelter RSF,"Alamat: Jl. Pasar Senen No.3, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,DIANJIN INDONESIA STORE,"Alamat: senen jaya blok 4 lt 1 a8 no.9 Road, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Toko Tas Murni Jaya,"Alamat: Jl. Pasar Senen No.14, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Supllier Sayur Mayur,"Alamat: Pasar Senen blok 3, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,TOKO YOE OPTIK CAHAYA,"Alamat: Jl. Senen Raya No.135, RW.2, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,cahaya baru adv,"Alamat: Jl. Pasar Senen No.3, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,TOKO KACAMATA HELFI,"Alamat: pusat grosir senen jaya blok 4. Lt 1 C7. no. 17, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Toko tazaqka,"Alamat: Toko TAZAQKA blok 3 Lantai 1 blok cks no 199, RW.1, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,toko H.ma'mun daun muda,"Alamat: RRFR+GX5, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,BOTtactical,"Alamat: Jl. St. Senen Pusat Grosir Senen Jaya, Blk. V No.41-42, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,New Putra Jaya Motor,"Alamat: Jl. Senen Raya No.9, RW.2, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Toko bawang Goreng Anugerah Jaya,"Alamat: Ps. Senen, Jl. Pasar Senen, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,JJA (JURANG JAYA AMSO ),"Alamat: Toko tas grosir dan eceran, blok CKS no 2, Jl. Senen Raya, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710 "
Senen,SENEN,Bukit Barisan Dessy,"Alamat: Jalan Senen Raya Proyek Senen 2 Lantai 2 Blok C Nomor 38, RT.9/RW.1, Senen, Kec. Senen, DKI Jakarta, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Toko Tas Fajar Harapan,"Alamat: RT.3/RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Nikita Jaya,"Alamat: Pusat Grosir Senen Jaya Blok IV Lantai 1 C1: 1-2 dan C; 1-2, Jl. Pasar Senen, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Home Credit Plaza atrium senen,"Alamat: Home Credit plaza atrium senen, Atrium senen, Jl. Senen Raya No.135, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Toko Twin Djabbar,"Alamat: Ps. Senen, Jl. Pasar Senen, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,PUSAT GROSIR TOKO KACAMATA ASIA JAKARTA,"Alamat: Ps. Senen, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Pasar Senen parkir mobil & motor,"Alamat: RRFR+RMJ, Unnamed Road, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,BAKUL TAS GROSIR SENEN,"Alamat: BLok 04 Lantai 3 No.3, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Toko Setia Adhiguna Adv,"Alamat: Jl. Pasar Senen No.3, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,TK.Kaset Sibagariang.menjual Vcd/mp3 Lagu2 Batak Dan Indo Original.,"Alamat: pasar inpres senen Blok.6.Gedung AKS.Lt.1.No, 13, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Arvin Jaya Motor,"Alamat: Plaza Atrium, Jl. Senen Raya No.2, RW.2, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Fungsi kacamata ion nano,"Alamat: Jl. Pasar Senen No.12b, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10450 "
Senen,SENEN,BUAH SEGAR JADID JAYA SENTOSA,"Alamat: RRGV+Q48, RT.5/RW.4, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Sophie Paris Etc Atrium Senen,"Alamat: RRFR+6CW, RW.2, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,ADAM JAYA ABADI(konveksi & Percetakan),"Alamat: Jalan Raya depan moll aterium Senen Blok:3 los:AKS lantai:2 no:70, Senen, Jakarta Pusat RW.3, 10410, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Selfie Time Atrium Senen,"Alamat: Plaza Atrium Lt, Jl. Senen Raya No.135, Senen, Kec. Senen, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,hendar plat nomor,"Alamat: Sekawan Motor, Plaza atrium senen lantai 5 Blok B 18, RW.2, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Toko tas Albie,"Alamat: RRFV+P26, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,LABORA BOOKSTORE,"Alamat: Pasar Senen, Blok VI los E No 239, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10450 "
Senen,SENEN,warung daging wafi wafa,"Alamat: Ps. Senen, Jl. Pasar Senen No.3, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Kantor Teknisi Senen Blok 3,"Alamat: Ruang Engginering, Pasar Senen Blok 3, Lantai 4, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Base camp Gojek senen,"Alamat: Plaza Atrium, Jl. Pasar Senen No.135, RW.2, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,Mitra palstik,"Alamat: Ps. Senen, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Senen,SENEN,cv.Tunas Karya Mandiri,"Alamat: Jalan Pasar Senen, blok 3 lantai 1 no 263-265, Blok cks, RW.2, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Kenari,SENEN,PS.Kenari Lama,"Alamat: Jl. Salemba Raya No.1, RW.3, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,TOKO AKBAR JAYA TEKNIK,"Alamat: Jl. Kenari 2 No.17-11, RT.3/RW.3, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,Ps.Kenari Baru,"Alamat: Jl. Salemba Raya No.2, RW.5, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,Gavlan Indotama,"Alamat: Jl. Kenari 2 No.2, RT.2/RW.3, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,Toko Carrisa Jp,"Alamat: Jl. Kramat IV No.29A, RT.5/RW.8, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,Audio Plaza,"Alamat: Jl. Kramat Raya No.101, RT.16/RW.1, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440 "
Kenari,SENEN,Sema Elektrik,"Alamat: RR4X+W63, RW, RW.5, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,R N elektik lantai 1 no 78,"Alamat: Pasar Kenari AKS PD. Pasar Jaya, Lantai 1 Nomor 78, RT.1/RW.3, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,Pasar kenari,"Alamat: Jl. Kenari 2 No.2, RT.4/RW.3, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,Zona Utama Elektrik,"Alamat: Kenari Lama, Jl. Salemba Raya AL.02 No.062, RT.1/RW.3, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,Pt Terang Net Telekomunikasi,"Alamat: Kenari Mas Lantai 6, Jl. Kramat Raya No.101, RT.2/RW.9, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440 "
Kenari,SENEN,Jakbook Pasar Buku Kenari,"Alamat: Pasar Jl. Salemba Raya No.2, RW.5, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,Kenari Baru,"Alamat: Jl. Salemba Raya No.2, RT.4/RW.6, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,Cahaya Mustika,"Alamat: Jl. Kenari 2 No.178B, RT.1/RW.3, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,Toko NU Online,"Alamat: Gedung PBNU, Jl. Kramat Raya No.164, RT.7/RW.2, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,TOKO GROUNDROD Spesialis Grounding Dan Lightning Protection,"Alamat: Pasar Kenari Lama Lantai Dasar No. 184, RT.1/RW.3, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,JUALGROUNDING.COM,"Alamat: RR5X+345, RT.1/RW.3, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,VOLTA MITRA ENERGI,"Alamat: 5, RT.1/RW.3, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10450 "
Kenari,SENEN,Lapak Alat² Listrik Bekas,"Alamat: Jl. Kenari 2 No.5, RT.1/RW.3, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Kenari,SENEN,Tambal ban kuningan,"Alamat: Jl. Kramat Raya No.178c, RT.1/RW.3, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Paseban,SENEN,Arieva Store,"Alamat: Jl. Salemba Tengah II No.1, RT.5/RW.8, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440 "
Paseban,SENEN,Bima Mandiri,"Alamat: Jl. Murtado 13 No.269, RT.8/RW.6, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440 "
Paseban,SENEN,ABBshop - AnekaOlshop,"Alamat: Gg. H Jl. Murtado 13 No.258A, RT.7/RW.6, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440 "
Paseban,SENEN,Cahaya Kenari Mas - JAKPUS,"Alamat: GEDUNG PLAZA KENARI MAS LANTAI GROUND BLOK D NO 56-57, Jl. Kramat Raya No.101, RT.18/RW.1, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430 "
Paseban,SENEN,Toko Delima Jaya 2,"Alamat: Jl. Kramat Sentiong No.72, RT.10/RW.7, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10450 "
Paseban,SENEN,LITECH (Plaza Kenari Mas Lt.LG Blok.BC003),"Alamat: Jl. Kramat Raya No.117, RT.18/RW.1, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440 "
Paseban,SENEN,Center media cetak jaya fotocopy termurah.,"Alamat: samping sekolah SD 09 pagi, Jl. Salemba Tengah I No.157, RT.5/RW.8, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440 "
Paseban,SENEN,Pabrik Kecap Cumaekong,"Alamat: RV52+32M, RT.4/RW.3, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440 "
Paseban,SENEN,Pelita Bersaudara Electric Plaza Kenari Mas,"Alamat: Plaza Kenari Mas Lantai 1 Blok. F1. 148, Jl. Kramat Raya No.101, RT.16/RW.1, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440 "
Paseban,SENEN,Brandiesh Store,"Alamat: RT.9/RW.5, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440 "
Paseban,SENEN,SARI ALAM SUPLIER,"Alamat: Jl. Kramat Lontar Jl. Paseban Timur Gg. 12 No.447, RT.12/RW.1, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440 "
Kramat,SENEN,Nurnajiah,"Alamat: 3, Jl. Kramat Raya No.23C, RT.3/RW.2, Kramat, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10450 "
Kramat,SENEN,Aron Toys,"Alamat: Jl. Kramat Raya gedung Maya indah nomor 3.o, RT.4/RW.2, Kramat, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10450 "
Kramat,SENEN,ALULA BORDIR,"Alamat: 9, Jl. Melur No.3, RW.1, Kramat, Kec. Senen, Daerah Khusus Ibukota Jakarta 10410 "
Kramat,SENEN,AGEN CRYSTAL X NASA 089618825759,"Alamat: Gg Mesjid no.33 Kramat Sentiong Rt.10/06 Kel, RT.10/RW.6, Kramat, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10450 "
Kramat,SENEN,Alexandria Residence Senin,"Alamat: Jl Angrek Raya samping sekolah 01 Pusat, RT.1/RW.1, Kramat, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10450 "
Kwitang,SENEN,mildgodstore,"Alamat: Jl. Kramat Kwitang 1F No.39, RT.6/RW.5, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10420 "
Kwitang,SENEN,Senen Jaya,"Alamat: Jl. Kramat Raya Blok B No.30, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410 "
Kwitang,SENEN,Hams Store4,"Alamat: Jl. Kembang XI No.2, RT.6/RW.2, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10420 "
Kwitang,SENEN,UD.Rahmat Daging Sapi Senen,"Alamat: RW.3, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10420 "
Kwitang,SENEN,cetak yasin Fadillah printing,"Alamat: Jl. Kramat Raya No.14A, RT.2/RW.7, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10420 "
Kwitang,SENEN,Herbalife club kejora,"Alamat: Jl. Kembang VII No.18, RT.9/RW.3, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10420 "
Kwitang,SENEN,Shop Best Seller One,"Alamat: No.162, Jl. Kramat Kwitang 3A, RT.8/RW.6, Kwitang, Senen, Central Jakarta City, Jakarta 10420 "
Kwitang,SENEN,Warung Eci,"Alamat: PINGGIR KALI, Jl. Kembang VII, RT.7/RW.7, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340 "
Bungur,SENEN,Tempat Printing,"Alamat: Bungur, Kec. Senen, Kota Jakarta Pusat, Rt. 003/08, RT.1/RW.7, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460 "
Bungur,SENEN,Umam,"Alamat: Bungur, Kec. Senen, Kota Jakarta Pusat, Rt. 003/08, RT.1/RW.7, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460 "
Bungur,SENEN,Senen,"Alamat: Jl. Kalibaru Timur Gg. 3 No.126, RT.14/RW.6, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460 "
Bungur,SENEN,Brandstock Onlineshop,"Alamat: Gg. 3 No.6, RT.3/RW.6, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460 "
Bungur,SENEN,SAMFU FOIL,"Alamat: Daerah Khusus Ibukota Jakarta, Kota Jakarta Pusat, Kec. Senen, Bungur, No. 88 Jalan Kali Baru Timur 5 No 88 Senen邮政编码: 10460 "
